v1 sentences per paragraph,v2 words per paragraph,v3 close parenthesis present,v4 dash present,v5 semi-colon or colon present,v6 question mark present,v7 apostrophe present,v8 standard deviation of sentence length,v9 length difference for consecutive sentences,v10 sentence with < 11 words,v11 sentence with > 34 words,v12 contains although,v13 contains however,v14 contains but,v15 contains because,v16 contains this,v17 contains others or researchers,v18 contains numbers,v19 contains 2 times more capitals than period,v20 contains et,word variation,average token length,non alphabetic characters frequency,uncommon word frequency,non-alphabetic characters frequency,numeric value frequency,$,'',(,),",",.,:,CC,CD,DT,EX,FW,IN,JJ,JJR,JJS,JJ_pp,MD,NN,NNP,NNPS,NNS,PDT,POS,PRP,PRP$,RB,RBR,RBS,RP,SYM,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WP$,WRB,``
2,14,False,False,True,False,False,3.0,6.0,True,False,False,False,True,False,False,False,False,False,False,0.9285714285714286,2.7857142857142856,0.5,0.7142857142857143,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.1428571428571428,0.0,0.0714285714285714,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.1428571428571428,0.0,0.0,0.0714285714285714,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0,0.0,0.0,0.0,0.0
3,77,False,False,True,False,True,8.055363982396383,17.0,False,True,False,False,False,False,False,False,False,False,False,0.7662337662337663,3.493506493506493,0.1948051948051948,0.6103896103896104,0.1948051948051948,0.0,0.0,0.0,0.0,0.0,0.0129870129870129,0.0129870129870129,0.0519480519480519,0.0519480519480519,0.0,0.1038961038961039,0.0,0.0,0.1298701298701298,0.0389610389610389,0.0,0.0,0.0,0.0649350649350649,0.1428571428571428,0.0,0.0,0.0259740259740259,0.0,0.0,0.1038961038961039,0.0,0.0259740259740259,0.0129870129870129,0.0,0.0129870129870129,0.0,0.0129870129870129,0.0,0.0909090909090909,0.0389610389610389,0.0129870129870129,0.0129870129870129,0.0129870129870129,0.0129870129870129,0.0,0.0,0.0,0.0,0.0129870129870129
1,19,False,False,False,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,0.8947368421052632,3.1578947368421053,0.3684210526315789,0.6842105263157895,0.3684210526315789,0.0,0.0,0.0,0.0,0.0,0.0526315789473684,0.0,0.0,0.0,0.0,0.1052631578947368,0.0,0.0,0.1052631578947368,0.0526315789473684,0.0,0.0,0.0,0.0526315789473684,0.1052631578947368,0.0526315789473684,0.0,0.0,0.0,0.0,0.1052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0526315789473684,0.1052631578947368,0.0526315789473684,0.0,0.1052631578947368,0.0,0.0526315789473684,0.0,0.0,0.0,0.0
2,82,False,True,False,False,False,35.0,70.0,True,True,False,False,False,False,True,False,False,True,False,0.7804878048780488,3.5853658536585367,0.2317073170731707,0.5609756097560976,0.2317073170731707,0.0,0.0,0.0,0.0,0.0,0.0853658536585365,0.0121951219512195,0.0365853658536585,0.0365853658536585,0.0,0.0975609756097561,0.0121951219512195,0.0,0.0975609756097561,0.024390243902439,0.0,0.0,0.0,0.0,0.1829268292682926,0.0365853658536585,0.0,0.024390243902439,0.0,0.0,0.048780487804878,0.024390243902439,0.073170731707317,0.0,0.0,0.0121951219512195,0.0,0.0121951219512195,0.0121951219512195,0.024390243902439,0.024390243902439,0.024390243902439,0.0121951219512195,0.0365853658536585,0.024390243902439,0.0121951219512195,0.0,0.0,0.0121951219512195,0.0
4,101,False,True,False,False,False,9.858372076565177,17.333333333333332,False,True,False,False,False,False,True,False,False,False,False,0.6633663366336634,4.287128712871287,0.0792079207920792,0.5247524752475248,0.0792079207920792,0.0,0.0,0.0,0.0,0.0,0.0297029702970297,0.0396039603960396,0.0099009900990099,0.0198019801980198,0.0,0.1188118811881188,0.0,0.0,0.1188118811881188,0.0198019801980198,0.0,0.0,0.0,0.0297029702970297,0.1386138613861386,0.0297029702970297,0.0,0.0297029702970297,0.0,0.0,0.0693069306930693,0.0495049504950495,0.0792079207920792,0.0,0.0,0.0,0.0,0.0297029702970297,0.0,0.0396039603960396,0.0693069306930693,0.0099009900990099,0.0495049504950495,0.0,0.0,0.0099009900990099,0.0,0.0,0.0099009900990099,0.0
4,29,False,False,False,True,False,4.085033659592048,5.666666666666667,True,False,False,False,False,False,False,False,False,False,False,0.896551724137931,3.4482758620689653,0.3103448275862069,0.6551724137931034,0.3103448275862069,0.0,0.0,0.0,0.0,0.0,0.0344827586206896,0.0689655172413793,0.0,0.0,0.0,0.1379310344827586,0.0,0.0,0.0689655172413793,0.0689655172413793,0.0,0.0,0.0,0.0,0.1379310344827586,0.0,0.0,0.0689655172413793,0.0,0.0,0.1034482758620689,0.0,0.0,0.0,0.0,0.0,0.0,0.0344827586206896,0.0,0.0344827586206896,0.0689655172413793,0.0,0.0689655172413793,0.0689655172413793,0.0,0.0,0.0344827586206896,0.0,0.0,0.0
1,25,False,False,True,False,False,0.0,0.0,False,False,False,False,True,False,False,False,False,True,False,0.84,4.56,0.08,0.56,0.08,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.08,0.0,0.2,0.0,0.0,0.16,0.04,0.0,0.0,0.0,0.0,0.16,0.12,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0
1,16,False,False,False,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.9375,3.0,0.4375,0.75,0.4375,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.125,0.125,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0
1,15,False,False,False,False,True,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,0.9333333333333332,2.2666666666666666,0.5333333333333333,0.6666666666666666,0.5333333333333333,0.0,0.0,0.0666666666666666,0.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.1333333333333333,0.0,0.0,0.0666666666666666,0.0666666666666666,0.0,0.0,0.0,0.0,0.2,0.0666666666666666,0.0,0.0,0.0,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.0666666666666666,0.0666666666666666,0.0,0.0,0.0,0.0,0.0
4,53,False,True,False,False,True,7.980444849756184,9.666666666666666,True,False,False,False,False,False,False,False,False,False,False,0.8113207547169812,3.943396226415094,0.1886792452830188,0.5849056603773585,0.1886792452830188,0.0,0.0,0.0,0.0,0.0,0.0188679245283018,0.0566037735849056,0.0188679245283018,0.0566037735849056,0.0377358490566037,0.0754716981132075,0.0,0.0,0.1132075471698113,0.0188679245283018,0.0,0.0,0.0,0.0,0.1886792452830188,0.0377358490566037,0.0,0.0377358490566037,0.0,0.0188679245283018,0.0754716981132075,0.0377358490566037,0.0188679245283018,0.0,0.0,0.0,0.0,0.0188679245283018,0.0,0.0,0.0754716981132075,0.0,0.0377358490566037,0.0377358490566037,0.0,0.0,0.0188679245283018,0.0,0.0,0.0
14,397,True,True,True,False,False,14.656091580232545,14.923076923076923,True,True,False,False,True,False,True,False,False,True,False,0.5415617128463476,4.2569269521410575,0.1108312342569269,0.5667506297229219,0.1108312342569269,0.0,0.0,0.0,0.0025188916876574,0.0,0.0428211586901763,0.035264483627204,0.0075566750629722,0.0377833753148614,0.0,0.0982367758186398,0.0025188916876574,0.0,0.1284634760705289,0.0680100755667506,0.0,0.0025188916876574,0.0025188916876574,0.0050377833753148,0.1309823677581864,0.0680100755667506,0.0050377833753148,0.035264483627204,0.0050377833753148,0.0,0.0403022670025188,0.0251889168765743,0.0604534005037783,0.0,0.0,0.0,0.0,0.017632241813602,0.0,0.0277078085642317,0.052896725440806,0.0277078085642317,0.0302267002518891,0.0075566750629722,0.0151133501259445,0.0075566750629722,0.0025188916876574,0.0025188916876574,0.0050377833753148,0.0
2,40,False,False,True,False,False,12.0,24.0,True,False,False,False,True,False,False,False,False,False,False,0.9,4.05,0.275,0.725,0.275,0.0,0.0,0.0,0.0,0.0,0.075,0.025,0.025,0.025,0.0,0.1,0.0,0.0,0.1,0.025,0.025,0.0,0.0,0.025,0.15,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.15,0.025,0.0,0.0,0.0,0.0,0.0,0.05,0.075,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,197,False,False,True,False,False,7.261843774138907,7.0,False,True,False,False,True,False,False,False,False,False,False,0.6395939086294417,4.187817258883249,0.1065989847715736,0.6040609137055838,0.1065989847715736,0.0,0.0,0.0,0.0,0.0,0.0558375634517766,0.0406091370558375,0.0101522842639593,0.0456852791878172,0.0050761421319796,0.0812182741116751,0.0050761421319796,0.0,0.1116751269035533,0.0710659898477157,0.0,0.0,0.0,0.0304568527918781,0.1319796954314721,0.0203045685279187,0.0,0.0203045685279187,0.0050761421319796,0.0,0.0761421319796954,0.0253807106598984,0.0862944162436548,0.0050761421319796,0.0,0.0050761421319796,0.0,0.015228426395939,0.0,0.0406091370558375,0.0761421319796954,0.015228426395939,0.0101522842639593,0.0,0.0,0.0050761421319796,0.0050761421319796,0.0,0.0,0.0
1,19,False,False,False,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,0.8947368421052632,3.1578947368421053,0.3684210526315789,0.6842105263157895,0.3684210526315789,0.0,0.0,0.0,0.0,0.0,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0526315789473684,0.1052631578947368,0.0,0.0,0.0,0.0,0.0526315789473684,0.0526315789473684,0.0,0.0,0.0,0.0,0.2105263157894736,0.0,0.0526315789473684,0.0,0.0,0.0,0.0,0.0526315789473684,0.0,0.1052631578947368,0.0,0.0,0.0526315789473684,0.1578947368421052,0.0526315789473684,0.0,0.0,0.0,0.0,0.0
9,213,False,True,True,False,True,10.561986345169906,10.375,True,True,False,False,True,False,False,False,False,False,False,0.6619718309859155,4.065727699530516,0.1126760563380281,0.6338028169014085,0.1126760563380281,0.0,0.0,0.0,0.0,0.0,0.056338028169014,0.0422535211267605,0.0093896713615023,0.028169014084507,0.0,0.0892018779342723,0.0,0.0046948356807511,0.1220657276995305,0.0751173708920187,0.0,0.0,0.0,0.0140845070422535,0.1971830985915492,0.0328638497652582,0.0,0.0093896713615023,0.0046948356807511,0.0046948356807511,0.028169014084507,0.0328638497652582,0.0610328638497652,0.0046948356807511,0.0,0.0140845070422535,0.0,0.0,0.0,0.0234741784037558,0.0845070422535211,0.0093896713615023,0.0328638497652582,0.0,0.0,0.0093896713615023,0.0046948356807511,0.0,0.0046948356807511,0.0
7,277,True,True,True,False,True,11.672398980465998,16.5,False,True,False,False,True,True,True,False,False,False,False,0.6064981949458483,4.111913357400722,0.1227436823104693,0.5740072202166066,0.1227436823104693,0.0,0.0,0.0,0.003610108303249,0.0,0.0685920577617328,0.0252707581227436,0.0108303249097472,0.03971119133574,0.0108303249097472,0.1227436823104693,0.0,0.0,0.1588447653429603,0.0794223826714801,0.0072202166064981,0.0,0.0,0.0072202166064981,0.1552346570397112,0.0252707581227436,0.0,0.0361010830324909,0.0072202166064981,0.003610108303249,0.0288808664259927,0.0072202166064981,0.0577617328519855,0.0,0.0,0.003610108303249,0.0,0.0144404332129963,0.0,0.0108303249097472,0.0685920577617328,0.0108303249097472,0.0180505415162454,0.0108303249097472,0.0,0.0072202166064981,0.0,0.0,0.0,0.0
2,34,False,False,False,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.9117647058823528,3.176470588235294,0.2647058823529412,0.6470588235294118,0.2647058823529412,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,0.0294117647058823,0.0,0.0294117647058823,0.0294117647058823,0.088235294117647,0.0,0.0,0.1470588235294117,0.0294117647058823,0.0,0.0,0.0,0.0,0.1470588235294117,0.0294117647058823,0.0,0.0588235294117647,0.0,0.0,0.0588235294117647,0.088235294117647,0.0294117647058823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.088235294117647,0.0,0.0294117647058823,0.0294117647058823,0.0294117647058823,0.0,0.0,0.0,0.0,0.0
2,26,False,False,False,True,True,6.0,12.0,True,False,False,False,False,False,False,False,False,True,False,0.8461538461538461,3.1538461538461537,0.4230769230769231,0.7307692307692307,0.4230769230769231,0.0,0.0,0.0384615384615384,0.0,0.0,0.1153846153846153,0.0384615384615384,0.0,0.0,0.0,0.0384615384615384,0.0,0.0,0.0,0.0384615384615384,0.0,0.0,0.0,0.0,0.1538461538461538,0.1153846153846153,0.0,0.0,0.0,0.0,0.1538461538461538,0.0384615384615384,0.0384615384615384,0.0,0.0,0.0384615384615384,0.0,0.0,0.0,0.0384615384615384,0.0769230769230769,0.0,0.0,0.0384615384615384,0.0,0.0,0.0,0.0,0.0384615384615384,0.0
2,32,False,True,False,False,False,5.0,10.0,False,False,False,False,False,False,False,False,False,True,False,0.8125,3.84375,0.25,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.125,0.03125,0.0,0.0,0.03125,0.0625,0.0,0.0,0.09375,0.0625,0.0,0.0,0.0,0.0,0.0625,0.09375,0.0,0.0625,0.03125,0.0,0.0625,0.0,0.09375,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.09375,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0
1,45,False,True,False,False,False,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,0.8222222222222222,4.0,0.0888888888888888,0.5333333333333333,0.0888888888888888,0.0,0.0,0.0,0.0,0.0,0.0444444444444444,0.0222222222222222,0.0222222222222222,0.0444444444444444,0.0,0.1333333333333333,0.0,0.0,0.1333333333333333,0.1555555555555555,0.0,0.0,0.0,0.0,0.1555555555555555,0.0,0.0,0.0222222222222222,0.0,0.0,0.0444444444444444,0.0222222222222222,0.0222222222222222,0.0222222222222222,0.0,0.0,0.0,0.0222222222222222,0.0,0.0222222222222222,0.0666666666666666,0.0,0.0222222222222222,0.0,0.0,0.0222222222222222,0.0,0.0,0.0,0.0
1,24,False,False,False,True,True,0.0,0.0,False,False,False,False,False,False,True,False,False,True,False,0.9166666666666666,3.1666666666666665,0.375,0.625,0.375,0.0,0.0,0.0416666666666666,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0416666666666666,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0416666666666666,0.0,0.0416666666666666,0.0416666666666666,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0
2,36,False,False,True,False,False,7.0,14.0,False,False,False,False,False,False,False,False,False,False,False,0.9722222222222222,3.4166666666666665,0.2222222222222222,0.6388888888888888,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0277777777777777,0.0277777777777777,0.0555555555555555,0.0,0.0555555555555555,0.0,0.0,0.1388888888888889,0.0555555555555555,0.0,0.0,0.0,0.0277777777777777,0.1944444444444444,0.0,0.0,0.0,0.0,0.0,0.1388888888888889,0.0277777777777777,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0555555555555555,0.0833333333333333,0.0,0.0,0.0277777777777777,0.0,0.0,0.0,0.0,0.0,0.0
3,79,False,False,True,False,False,5.312459150169742,6.5,False,False,False,False,True,False,False,False,False,True,False,0.7341772151898734,3.721518987341772,0.0886075949367088,0.5316455696202531,0.0886075949367088,0.0,0.0,0.0,0.0,0.0,0.0379746835443038,0.0379746835443038,0.0126582278481012,0.0759493670886076,0.0,0.0759493670886076,0.0,0.0,0.1139240506329113,0.0126582278481012,0.0,0.0,0.0,0.0126582278481012,0.0759493670886076,0.0253164556962025,0.0,0.0126582278481012,0.0,0.0,0.1139240506329113,0.0253164556962025,0.0886075949367088,0.0,0.0,0.0,0.0,0.050632911392405,0.0,0.0632911392405063,0.1139240506329113,0.0126582278481012,0.0253164556962025,0.0,0.0,0.0,0.0,0.0,0.0126582278481012,0.0
8,94,False,False,False,False,False,5.739120141624499,5.428571428571429,True,False,False,False,False,False,True,False,False,False,False,0.723404255319149,3.787234042553192,0.1808510638297872,0.6170212765957447,0.1808510638297872,0.0,0.0,0.0,0.0,0.0,0.0212765957446808,0.0638297872340425,0.0,0.0319148936170212,0.0106382978723404,0.0957446808510638,0.0319148936170212,0.0,0.0957446808510638,0.0212765957446808,0.0,0.0,0.0,0.0106382978723404,0.202127659574468,0.0319148936170212,0.0,0.0106382978723404,0.0,0.0,0.1063829787234042,0.0106382978723404,0.0425531914893617,0.0,0.0,0.0,0.0,0.0212765957446808,0.0,0.0212765957446808,0.0319148936170212,0.0106382978723404,0.0212765957446808,0.0319148936170212,0.0638297872340425,0.0106382978723404,0.0,0.0,0.0,0.0
2,40,False,False,False,False,False,1.0,2.0,False,False,False,False,False,False,False,False,False,False,False,0.775,4.075,0.15,0.675,0.15,0.0,0.0,0.0,0.0,0.0,0.075,0.075,0.0,0.05,0.025,0.125,0.0,0.0,0.075,0.05,0.0,0.0,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,0.025,0.025,0.1,0.0,0.0,0.0,0.0,0.025,0.0,0.025,0.1,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,28,False,False,True,False,False,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,0.8571428571428571,3.5357142857142856,0.0714285714285714,0.5,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0357142857142857,0.0357142857142857,0.0357142857142857,0.0,0.1071428571428571,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0357142857142857,0.1428571428571428,0.0,0.0,0.0357142857142857,0.0,0.0,0.1428571428571428,0.0,0.0,0.0357142857142857,0.0,0.0,0.0,0.0714285714285714,0.0,0.1071428571428571,0.0714285714285714,0.0,0.0357142857142857,0.0,0.0,0.0,0.0357142857142857,0.0,0.0,0.0
2,84,False,False,True,False,False,25.0,50.0,False,True,False,False,False,False,True,False,False,False,False,0.7023809523809523,3.869047619047619,0.119047619047619,0.5238095238095238,0.119047619047619,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0238095238095238,0.0119047619047619,0.0357142857142857,0.0,0.1071428571428571,0.0,0.0,0.1547619047619047,0.0595238095238095,0.0119047619047619,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0238095238095238,0.0,0.0,0.0714285714285714,0.0,0.0357142857142857,0.0119047619047619,0.0,0.0,0.0,0.0119047619047619,0.0,0.0238095238095238,0.0833333333333333,0.0119047619047619,0.0357142857142857,0.0,0.0,0.0238095238095238,0.0,0.0,0.0119047619047619,0.0
5,107,False,True,True,False,False,4.498888751680798,5.5,False,False,False,True,True,False,False,False,False,False,False,0.7289719626168224,4.11214953271028,0.1682242990654205,0.6355140186915887,0.1682242990654205,0.0,0.0,0.0,0.0,0.0,0.0654205607476635,0.02803738317757,0.0186915887850467,0.0373831775700934,0.0,0.102803738317757,0.0093457943925233,0.0,0.102803738317757,0.0654205607476635,0.0,0.0,0.0,0.0,0.1495327102803738,0.0467289719626168,0.0,0.0467289719626168,0.0,0.0,0.02803738317757,0.02803738317757,0.1121495327102803,0.0093457943925233,0.0,0.0,0.0,0.0,0.0,0.0093457943925233,0.0747663551401869,0.0093457943925233,0.0186915887850467,0.0,0.0186915887850467,0.0093457943925233,0.0,0.0,0.0093457943925233,0.0
1,31,False,False,False,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,0.8709677419354839,3.0,0.2580645161290322,0.5483870967741935,0.2580645161290322,0.0,0.0,0.0,0.0,0.0,0.064516129032258,0.0,0.0,0.0,0.0,0.0967741935483871,0.0,0.0,0.1290322580645161,0.064516129032258,0.0,0.0,0.0,0.032258064516129,0.1612903225806451,0.0,0.0,0.032258064516129,0.0,0.0,0.0967741935483871,0.0,0.064516129032258,0.0,0.0,0.032258064516129,0.0,0.0,0.0,0.032258064516129,0.032258064516129,0.0,0.0,0.064516129032258,0.032258064516129,0.032258064516129,0.0,0.0,0.032258064516129,0.0
5,60,False,False,True,False,True,9.715966241192897,9.5,True,False,False,False,False,False,False,False,False,False,False,0.8,4.266666666666667,0.2666666666666666,0.7333333333333333,0.2666666666666666,0.0,0.0,0.0166666666666666,0.0,0.0,0.0166666666666666,0.0833333333333333,0.0166666666666666,0.0,0.0166666666666666,0.1,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0333333333333333,0.1166666666666666,0.1,0.0,0.0666666666666666,0.0,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.0333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333333,0.0333333333333333,0.0,0.1,0.05,0.0333333333333333,0.0,0.0,0.0,0.0,0.0
2,30,False,False,False,False,False,1.0,2.0,False,False,False,False,False,False,False,False,False,False,False,0.8333333333333334,3.2333333333333334,0.2666666666666666,0.7,0.2666666666666666,0.0,0.0,0.0,0.0,0.0,0.0333333333333333,0.0333333333333333,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0666666666666666,0.0,0.0333333333333333,0.0,0.0,0.1333333333333333,0.0333333333333333,0.0666666666666666,0.0,0.0,0.0,0.0,0.0333333333333333,0.0,0.0,0.1666666666666666,0.0333333333333333,0.0,0.0333333333333333,0.0,0.0,0.0333333333333333,0.0,0.0,0.0
3,92,False,True,False,False,False,9.177266598624136,18.5,False,True,False,False,False,False,True,False,False,False,False,0.782608695652174,4.206521739130435,0.108695652173913,0.5760869565217391,0.108695652173913,0.0,0.0,0.0,0.0,0.0,0.0326086956521739,0.0326086956521739,0.0217391304347826,0.0434782608695652,0.0108695652173913,0.108695652173913,0.0,0.0,0.1304347826086956,0.0978260869565217,0.0,0.0,0.0,0.0108695652173913,0.1304347826086956,0.0108695652173913,0.0,0.0652173913043478,0.0,0.0,0.0760869565217391,0.0217391304347826,0.0652173913043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0108695652173913,0.0326086956521739,0.0108695652173913,0.0217391304347826,0.0217391304347826,0.0217391304347826,0.0,0.0108695652173913,0.0,0.0108695652173913,0.0
1,19,False,True,False,False,False,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,0.8947368421052632,3.3684210526315788,0.4736842105263157,0.631578947368421,0.4736842105263157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0526315789473684,0.0,0.1052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3684210526315789,0.0526315789473684,0.0,0.0,0.0,0.0,0.0526315789473684,0.0526315789473684,0.1052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0526315789473684,0.0,0.0526315789473684,0.1052631578947368,0.0,0.0,0.0,0.0,0.0,0.0
3,15,False,False,False,False,False,2.160246899469287,2.5,True,False,False,False,False,False,False,False,False,False,False,0.9333333333333332,3.4,0.4666666666666667,0.8,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.0666666666666666,0.0,0.0,0.0,0.0,0.1333333333333333,0.1333333333333333,0.0,0.1333333333333333,0.0,0.0,0.0666666666666666,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
1,24,False,False,False,True,False,0.0,0.0,False,False,False,False,False,False,True,False,False,True,False,0.9583333333333334,3.333333333333333,0.2916666666666667,0.625,0.2916666666666667,0.0,0.0,0.0,0.0,0.0,0.0416666666666666,0.0,0.0,0.0416666666666666,0.0,0.0833333333333333,0.0,0.0,0.0833333333333333,0.0416666666666666,0.0,0.0,0.0,0.0416666666666666,0.125,0.0416666666666666,0.0,0.0416666666666666,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0416666666666666,0.0,0.0833333333333333,0.0416666666666666,0.0,0.0416666666666666,0.0833333333333333,0.0416666666666666,0.0,0.0,0.0,0.0,0.0
1,9,False,False,False,False,False,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,1.0,3.888888888888889,0.1111111111111111,0.7777777777777778,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,106,False,True,False,True,True,12.697331303160606,7.0,True,True,False,False,True,True,False,False,False,True,False,0.7264150943396226,3.811320754716981,0.1792452830188679,0.6226415094339622,0.1792452830188679,0.0,0.0,0.0,0.0,0.0,0.0566037735849056,0.0471698113207547,0.0094339622641509,0.0283018867924528,0.0094339622641509,0.0566037735849056,0.0,0.0,0.0943396226415094,0.0471698113207547,0.0,0.0,0.0,0.0,0.1320754716981132,0.0471698113207547,0.0,0.0471698113207547,0.0094339622641509,0.0094339622641509,0.0849056603773584,0.0283018867924528,0.0754716981132075,0.0188679245283018,0.0,0.0094339622641509,0.0,0.0188679245283018,0.0,0.0283018867924528,0.0188679245283018,0.0094339622641509,0.0188679245283018,0.0754716981132075,0.0,0.0,0.0188679245283018,0.0,0.0,0.0
6,78,False,True,False,True,False,10.801234497346432,10.4,True,True,False,False,True,False,False,False,False,True,False,0.7948717948717948,3.756410256410256,0.4102564102564102,0.7307692307692307,0.4102564102564102,0.0,0.0,0.0,0.0,0.0,0.1153846153846153,0.0641025641025641,0.0256410256410256,0.0128205128205128,0.0,0.0769230769230769,0.0,0.0,0.1025641025641025,0.0897435897435897,0.0,0.0,0.0,0.0,0.1923076923076923,0.0512820512820512,0.0,0.0,0.0,0.0,0.0512820512820512,0.0128205128205128,0.0897435897435897,0.0,0.0,0.0,0.0,0.0128205128205128,0.0,0.0,0.0256410256410256,0.0256410256410256,0.0,0.0256410256410256,0.0128205128205128,0.0,0.0128205128205128,0.0,0.0,0.0
3,103,False,False,True,False,False,16.027753706895076,17.0,False,True,False,False,True,False,False,False,False,False,False,0.7766990291262136,4.233009708737864,0.058252427184466,0.5631067961165048,0.058252427184466,0.0,0.0,0.0,0.0,0.0,0.0194174757281553,0.029126213592233,0.0097087378640776,0.029126213592233,0.0,0.1359223300970873,0.0,0.0,0.1359223300970873,0.087378640776699,0.0,0.0,0.0,0.0097087378640776,0.145631067961165,0.0194174757281553,0.0,0.0194174757281553,0.0097087378640776,0.0,0.0485436893203883,0.0097087378640776,0.1067961165048543,0.0,0.0,0.0,0.0,0.0,0.0,0.0097087378640776,0.0679611650485436,0.0485436893203883,0.0388349514563106,0.0,0.0,0.0097087378640776,0.0097087378640776,0.0,0.0,0.0
